CCAA,Fecha,OCUPADAS_COVID19
COMUNIDAD VALENCIANA,2020-11-11,1733
COMUNIDAD VALENCIANA,2020-11-12,1727
COMUNIDAD VALENCIANA,2020-11-13,1672
COMUNIDAD VALENCIANA,2020-11-14,1663
COMUNIDAD VALENCIANA,2020-11-15,1803
COMUNIDAD VALENCIANA,2020-11-16,1787
COMUNIDAD VALENCIANA,2020-11-17,1803
COMUNIDAD VALENCIANA,2020-11-18,1785
COMUNIDAD VALENCIANA,2020-11-19,1737
COMUNIDAD VALENCIANA,2020-11-20,1612
COMUNIDAD VALENCIANA,2020-11-21,1592
COMUNIDAD VALENCIANA,2020-11-22,1682
COMUNIDAD VALENCIANA,2020-11-23,1565
COMUNIDAD VALENCIANA,2020-11-24,1502
COMUNIDAD VALENCIANA,2020-11-25,1467
COMUNIDAD VALENCIANA,2020-11-26,1440
COMUNIDAD VALENCIANA,2020-11-27,1339
COMUNIDAD VALENCIANA,2020-11-28,1332
COMUNIDAD VALENCIANA,2020-11-29,1410
COMUNIDAD VALENCIANA,2020-11-30,1397
COMUNIDAD VALENCIANA,2020-12-01,1355
COMUNIDAD VALENCIANA,2020-12-02,1309
COMUNIDAD VALENCIANA,2020-12-03,1225
COMUNIDAD VALENCIANA,2020-12-04,1171
COMUNIDAD VALENCIANA,2020-12-05,1167
COMUNIDAD VALENCIANA,2020-12-06,1218
COMUNIDAD VALENCIANA,2020-12-07,1157
COMUNIDAD VALENCIANA,2020-12-08,1260
COMUNIDAD VALENCIANA,2020-12-09,1203
COMUNIDAD VALENCIANA,2020-12-10,1175
COMUNIDAD VALENCIANA,2020-12-11,1108
COMUNIDAD VALENCIANA,2020-12-12,1107
COMUNIDAD VALENCIANA,2020-12-13,1225
COMUNIDAD VALENCIANA,2020-12-14,1245
COMUNIDAD VALENCIANA,2020-12-15,1248
COMUNIDAD VALENCIANA,2020-12-16,1233
COMUNIDAD VALENCIANA,2020-12-17,1247
COMUNIDAD VALENCIANA,2020-12-18,1301
COMUNIDAD VALENCIANA,2020-12-19,1301
COMUNIDAD VALENCIANA,2020-12-20,1503
COMUNIDAD VALENCIANA,2020-12-21,1526
COMUNIDAD VALENCIANA,2020-12-22,1514
COMUNIDAD VALENCIANA,2020-12-23,1526
COMUNIDAD VALENCIANA,2020-12-24,1537
COMUNIDAD VALENCIANA,2020-12-25,1642
COMUNIDAD VALENCIANA,2020-12-26,1638
COMUNIDAD VALENCIANA,2020-12-27,1880
COMUNIDAD VALENCIANA,2020-12-28,1935
COMUNIDAD VALENCIANA,2020-12-29,1875
COMUNIDAD VALENCIANA,2020-12-30,1895
COMUNIDAD VALENCIANA,2020-12-31,1874
COMUNIDAD VALENCIANA,2021-01-01,2062
COMUNIDAD VALENCIANA,2021-01-02,1972
COMUNIDAD VALENCIANA,2021-01-03,2321
COMUNIDAD VALENCIANA,2021-01-04,2385
COMUNIDAD VALENCIANA,2021-01-05,2399
COMUNIDAD VALENCIANA,2021-01-06,2571
COMUNIDAD VALENCIANA,2021-01-07,2708
COMUNIDAD VALENCIANA,2021-01-08,2722
COMUNIDAD VALENCIANA,2021-01-09,2736
COMUNIDAD VALENCIANA,2021-01-10,3200
COMUNIDAD VALENCIANA,2021-01-11,3264
COMUNIDAD VALENCIANA,2021-01-12,3414
COMUNIDAD VALENCIANA,2021-01-13,3546
COMUNIDAD VALENCIANA,2021-01-14,3614
COMUNIDAD VALENCIANA,2021-01-15,3755
COMUNIDAD VALENCIANA,2021-01-16,3772
COMUNIDAD VALENCIANA,2021-01-17,4378
COMUNIDAD VALENCIANA,2021-01-18,4485
COMUNIDAD VALENCIANA,2021-01-19,4652
COMUNIDAD VALENCIANA,2021-01-20,4735
COMUNIDAD VALENCIANA,2021-01-21,4811
COMUNIDAD VALENCIANA,2021-01-22,4892
COMUNIDAD VALENCIANA,2021-01-23,4934
COMUNIDAD VALENCIANA,2021-01-24,5276
COMUNIDAD VALENCIANA,2021-01-25,5403
COMUNIDAD VALENCIANA,2021-01-26,5240
COMUNIDAD VALENCIANA,2021-01-27,5089
COMUNIDAD VALENCIANA,2021-01-28,5084
COMUNIDAD VALENCIANA,2021-01-29,4965
COMUNIDAD VALENCIANA,2021-01-30,4937
COMUNIDAD VALENCIANA,2021-01-31,5208
COMUNIDAD VALENCIANA,2021-02-01,4958
COMUNIDAD VALENCIANA,2021-02-02,4614
COMUNIDAD VALENCIANA,2021-02-03,4418
COMUNIDAD VALENCIANA,2021-02-04,4280
COMUNIDAD VALENCIANA,2021-02-05,3919
COMUNIDAD VALENCIANA,2021-02-06,3903
COMUNIDAD VALENCIANA,2021-02-07,3883
COMUNIDAD VALENCIANA,2021-02-08,3572
COMUNIDAD VALENCIANA,2021-02-09,3325
COMUNIDAD VALENCIANA,2021-02-10,3025
COMUNIDAD VALENCIANA,2021-02-11,2785
COMUNIDAD VALENCIANA,2021-02-12,2558
COMUNIDAD VALENCIANA,2021-02-13,2554
COMUNIDAD VALENCIANA,2021-02-14,2469
COMUNIDAD VALENCIANA,2021-02-15,2239
COMUNIDAD VALENCIANA,2021-02-16,2031
COMUNIDAD VALENCIANA,2021-02-17,1836
COMUNIDAD VALENCIANA,2021-02-18,1689
COMUNIDAD VALENCIANA,2021-02-19,1520
COMUNIDAD VALENCIANA,2021-02-20,1522
COMUNIDAD VALENCIANA,2021-02-21,1491
COMUNIDAD VALENCIANA,2021-02-22,1356
COMUNIDAD VALENCIANA,2021-02-23,1233
COMUNIDAD VALENCIANA,2021-02-24,1155
COMUNIDAD VALENCIANA,2021-02-25,1078
COMUNIDAD VALENCIANA,2021-02-26,1010
COMUNIDAD VALENCIANA,2021-02-27,1010
COMUNIDAD VALENCIANA,2021-02-28,1004
COMUNIDAD VALENCIANA,2021-03-01,908
COMUNIDAD VALENCIANA,2021-03-02,823
COMUNIDAD VALENCIANA,2021-03-03,734
COMUNIDAD VALENCIANA,2021-03-04,693
COMUNIDAD VALENCIANA,2021-03-05,630
COMUNIDAD VALENCIANA,2021-03-06,630
COMUNIDAD VALENCIANA,2021-03-07,619
COMUNIDAD VALENCIANA,2021-03-08,570
COMUNIDAD VALENCIANA,2021-03-09,524
COMUNIDAD VALENCIANA,2021-03-10,492
COMUNIDAD VALENCIANA,2021-03-11,448
COMUNIDAD VALENCIANA,2021-03-12,434
COMUNIDAD VALENCIANA,2021-03-13,430
COMUNIDAD VALENCIANA,2021-03-14,426
COMUNIDAD VALENCIANA,2021-03-15,396
COMUNIDAD VALENCIANA,2021-03-16,365
COMUNIDAD VALENCIANA,2021-03-17,335
COMUNIDAD VALENCIANA,2021-03-18,337
COMUNIDAD VALENCIANA,2021-03-19,328
COMUNIDAD VALENCIANA,2021-03-20,329
COMUNIDAD VALENCIANA,2021-03-21,336
COMUNIDAD VALENCIANA,2021-03-22,326
COMUNIDAD VALENCIANA,2021-03-23,314
COMUNIDAD VALENCIANA,2021-03-24,316
COMUNIDAD VALENCIANA,2021-03-25,290
COMUNIDAD VALENCIANA,2021-03-26,277
COMUNIDAD VALENCIANA,2021-03-27,274
COMUNIDAD VALENCIANA,2021-03-28,293
COMUNIDAD VALENCIANA,2021-03-29,283
COMUNIDAD VALENCIANA,2021-03-30,276
COMUNIDAD VALENCIANA,2021-03-31,261
COMUNIDAD VALENCIANA,2021-04-01,260
COMUNIDAD VALENCIANA,2021-04-02,267
COMUNIDAD VALENCIANA,2021-04-03,267
COMUNIDAD VALENCIANA,2021-04-04,263
COMUNIDAD VALENCIANA,2021-04-05,281
COMUNIDAD VALENCIANA,2021-04-06,282
COMUNIDAD VALENCIANA,2021-04-07,273
COMUNIDAD VALENCIANA,2021-04-08,254
COMUNIDAD VALENCIANA,2021-04-09,250
COMUNIDAD VALENCIANA,2021-04-10,246
COMUNIDAD VALENCIANA,2021-04-11,251
COMUNIDAD VALENCIANA,2021-04-12,255
COMUNIDAD VALENCIANA,2021-04-13,244
COMUNIDAD VALENCIANA,2021-04-14,234
COMUNIDAD VALENCIANA,2021-04-15,239
COMUNIDAD VALENCIANA,2021-04-16,240
COMUNIDAD VALENCIANA,2021-04-17,238
COMUNIDAD VALENCIANA,2021-04-18,267
COMUNIDAD VALENCIANA,2021-04-19,249
COMUNIDAD VALENCIANA,2021-04-20,241
COMUNIDAD VALENCIANA,2021-04-21,244
COMUNIDAD VALENCIANA,2021-04-22,228
COMUNIDAD VALENCIANA,2021-04-23,225
COMUNIDAD VALENCIANA,2021-04-24,225
COMUNIDAD VALENCIANA,2021-04-25,233
COMUNIDAD VALENCIANA,2021-04-26,224
COMUNIDAD VALENCIANA,2021-04-27,235
COMUNIDAD VALENCIANA,2021-04-28,235
COMUNIDAD VALENCIANA,2021-04-29,215
COMUNIDAD VALENCIANA,2021-04-30,215
COMUNIDAD VALENCIANA,2021-05-01,214
COMUNIDAD VALENCIANA,2021-05-02,218
COMUNIDAD VALENCIANA,2021-05-03,203
COMUNIDAD VALENCIANA,2021-05-04,187
COMUNIDAD VALENCIANA,2021-05-05,186
COMUNIDAD VALENCIANA,2021-05-06,176
COMUNIDAD VALENCIANA,2021-05-07,160
COMUNIDAD VALENCIANA,2021-05-08,155
COMUNIDAD VALENCIANA,2021-05-09,166
EXTREMADURA,2020-08-19,44
EXTREMADURA,2020-08-20,37
EXTREMADURA,2020-08-21,37
EXTREMADURA,2020-08-22,37
EXTREMADURA,2020-08-23,44
EXTREMADURA,2020-08-24,49
EXTREMADURA,2020-08-25,47
EXTREMADURA,2020-08-26,45
EXTREMADURA,2020-08-27,51
EXTREMADURA,2020-08-28,50
EXTREMADURA,2020-08-29,46
EXTREMADURA,2020-08-30,48
EXTREMADURA,2020-08-31,55
EXTREMADURA,2020-09-01,52
EXTREMADURA,2020-09-02,57
EXTREMADURA,2020-09-03,55
EXTREMADURA,2020-09-04,52
EXTREMADURA,2020-09-05,54
EXTREMADURA,2020-09-06,66
EXTREMADURA,2020-09-07,69
EXTREMADURA,2020-09-08,76
EXTREMADURA,2020-09-09,84
EXTREMADURA,2020-09-10,102
EXTREMADURA,2020-09-11,100
EXTREMADURA,2020-09-12,100
EXTREMADURA,2020-09-13,132
EXTREMADURA,2020-09-14,127
EXTREMADURA,2020-09-15,138
EXTREMADURA,2020-09-16,140
EXTREMADURA,2020-09-17,140
EXTREMADURA,2020-09-18,154
EXTREMADURA,2020-09-19,154
EXTREMADURA,2020-09-20,177
EXTREMADURA,2020-09-21,184
EXTREMADURA,2020-09-22,181
EXTREMADURA,2020-09-23,198
EXTREMADURA,2020-09-24,207
EXTREMADURA,2020-09-25,250
EXTREMADURA,2020-09-26,251
EXTREMADURA,2020-09-27,231
EXTREMADURA,2020-09-28,220
EXTREMADURA,2020-09-29,205
EXTREMADURA,2020-09-30,204
EXTREMADURA,2020-10-01,188
EXTREMADURA,2020-10-02,172
EXTREMADURA,2020-10-03,173
EXTREMADURA,2020-10-04,191
EXTREMADURA,2020-10-05,170
EXTREMADURA,2020-10-06,173
EXTREMADURA,2020-10-07,160
EXTREMADURA,2020-10-08,154
EXTREMADURA,2020-10-09,162
EXTREMADURA,2020-10-10,163
EXTREMADURA,2020-10-11,175
EXTREMADURA,2020-10-12,181
EXTREMADURA,2020-10-13,180
EXTREMADURA,2020-10-14,180
EXTREMADURA,2020-10-15,187
EXTREMADURA,2020-10-16,171
EXTREMADURA,2020-10-17,178
EXTREMADURA,2020-10-18,201
EXTREMADURA,2020-10-19,213
EXTREMADURA,2020-10-20,219
EXTREMADURA,2020-10-21,227
EXTREMADURA,2020-10-22,184
EXTREMADURA,2020-10-23,258
EXTREMADURA,2020-10-24,259
EXTREMADURA,2020-10-25,307
EXTREMADURA,2020-10-26,304
EXTREMADURA,2020-10-27,323
EXTREMADURA,2020-10-28,321
EXTREMADURA,2020-10-29,321
EXTREMADURA,2020-10-30,315
EXTREMADURA,2020-10-31,312
EXTREMADURA,2020-11-01,356
EXTREMADURA,2020-11-02,388
EXTREMADURA,2020-11-03,407
EXTREMADURA,2020-11-04,406
EXTREMADURA,2020-11-05,410
EXTREMADURA,2020-11-06,405
EXTREMADURA,2020-11-07,407
EXTREMADURA,2020-11-08,423
EXTREMADURA,2020-11-09,433
EXTREMADURA,2020-11-10,416
EXTREMADURA,2020-11-11,378
EXTREMADURA,2020-11-12,371
EXTREMADURA,2020-11-13,331
EXTREMADURA,2020-11-14,320
EXTREMADURA,2020-11-15,347
EXTREMADURA,2020-11-16,333
EXTREMADURA,2020-11-17,341
EXTREMADURA,2020-11-18,321
EXTREMADURA,2020-11-19,327
EXTREMADURA,2020-11-20,303
EXTREMADURA,2020-11-21,305
EXTREMADURA,2020-11-22,315
EXTREMADURA,2020-11-23,299
EXTREMADURA,2020-11-24,284
EXTREMADURA,2020-11-25,273
EXTREMADURA,2020-11-26,249
EXTREMADURA,2020-11-27,238
EXTREMADURA,2020-11-28,232
EXTREMADURA,2020-11-29,300
EXTREMADURA,2020-11-30,236
EXTREMADURA,2020-12-01,192
EXTREMADURA,2020-12-02,199
EXTREMADURA,2020-12-03,191
EXTREMADURA,2020-12-04,160
EXTREMADURA,2020-12-05,151
EXTREMADURA,2020-12-06,162
EXTREMADURA,2020-12-07,162
EXTREMADURA,2020-12-08,190
EXTREMADURA,2020-12-09,182
EXTREMADURA,2020-12-10,178
EXTREMADURA,2020-12-11,158
EXTREMADURA,2020-12-12,158
EXTREMADURA,2020-12-13,175
EXTREMADURA,2020-12-14,171
EXTREMADURA,2020-12-15,165
EXTREMADURA,2020-12-16,172
EXTREMADURA,2020-12-17,178
EXTREMADURA,2020-12-18,163
EXTREMADURA,2020-12-19,162
EXTREMADURA,2020-12-20,192
EXTREMADURA,2020-12-21,193
EXTREMADURA,2020-12-22,205
EXTREMADURA,2020-12-23,193
EXTREMADURA,2020-12-24,195
EXTREMADURA,2020-12-25,224
EXTREMADURA,2020-12-26,224
EXTREMADURA,2020-12-27,238
EXTREMADURA,2020-12-28,252
EXTREMADURA,2020-12-29,234
EXTREMADURA,2020-12-30,220
EXTREMADURA,2020-12-31,228
EXTREMADURA,2021-01-01,264
EXTREMADURA,2021-01-02,265
EXTREMADURA,2021-01-03,321
EXTREMADURA,2021-01-04,342
EXTREMADURA,2021-01-05,336
EXTREMADURA,2021-01-06,377
EXTREMADURA,2021-01-07,396
EXTREMADURA,2021-01-08,392
EXTREMADURA,2021-01-09,398
EXTREMADURA,2021-01-10,456
EXTREMADURA,2021-01-11,472
EXTREMADURA,2021-01-12,477
EXTREMADURA,2021-01-13,480
EXTREMADURA,2021-01-14,505
EXTREMADURA,2021-01-15,500
EXTREMADURA,2021-01-16,519
EXTREMADURA,2021-01-17,615
EXTREMADURA,2021-01-18,664
EXTREMADURA,2021-01-19,661
EXTREMADURA,2021-01-20,700
EXTREMADURA,2021-01-21,690
EXTREMADURA,2021-01-22,649
EXTREMADURA,2021-01-23,650
EXTREMADURA,2021-01-24,730
EXTREMADURA,2021-01-25,709
EXTREMADURA,2021-01-26,672
EXTREMADURA,2021-01-27,684
EXTREMADURA,2021-01-28,669
EXTREMADURA,2021-01-29,617
EXTREMADURA,2021-01-30,598
EXTREMADURA,2021-01-31,621
EXTREMADURA,2021-02-01,608
EXTREMADURA,2021-02-02,576
EXTREMADURA,2021-02-03,544
EXTREMADURA,2021-02-04,511
EXTREMADURA,2021-02-05,437
EXTREMADURA,2021-02-06,435
EXTREMADURA,2021-02-07,415
EXTREMADURA,2021-02-08,374
EXTREMADURA,2021-02-09,356
EXTREMADURA,2021-02-10,315
EXTREMADURA,2021-02-11,289
EXTREMADURA,2021-02-12,249
EXTREMADURA,2021-02-13,250
EXTREMADURA,2021-02-14,257
EXTREMADURA,2021-02-15,233
EXTREMADURA,2021-02-16,221
EXTREMADURA,2021-02-17,199
EXTREMADURA,2021-02-18,185
EXTREMADURA,2021-02-19,163
EXTREMADURA,2021-02-20,163
EXTREMADURA,2021-02-21,164
EXTREMADURA,2021-02-22,148
EXTREMADURA,2021-02-23,129
EXTREMADURA,2021-02-24,107
EXTREMADURA,2021-02-25,97
EXTREMADURA,2021-02-26,81
EXTREMADURA,2021-02-27,82
EXTREMADURA,2021-02-28,78
EXTREMADURA,2021-03-01,74
EXTREMADURA,2021-03-02,59
EXTREMADURA,2021-03-03,55
EXTREMADURA,2021-03-04,55
EXTREMADURA,2021-03-05,46
EXTREMADURA,2021-03-06,46
EXTREMADURA,2021-03-07,49
EXTREMADURA,2021-03-08,45
EXTREMADURA,2021-03-09,37
EXTREMADURA,2021-03-10,40
EXTREMADURA,2021-03-11,39
EXTREMADURA,2021-03-12,36
EXTREMADURA,2021-03-13,35
EXTREMADURA,2021-03-14,39
EXTREMADURA,2021-03-15,35
EXTREMADURA,2021-03-16,31
EXTREMADURA,2021-03-17,37
EXTREMADURA,2021-03-18,36
EXTREMADURA,2021-03-19,35
EXTREMADURA,2021-03-20,35
EXTREMADURA,2021-03-21,44
EXTREMADURA,2021-03-22,42
EXTREMADURA,2021-03-23,43
EXTREMADURA,2021-03-24,46
EXTREMADURA,2021-03-25,52
EXTREMADURA,2021-03-26,56
EXTREMADURA,2021-03-27,57
EXTREMADURA,2021-03-28,65
EXTREMADURA,2021-03-29,70
EXTREMADURA,2021-03-30,65
EXTREMADURA,2021-03-31,61
EXTREMADURA,2021-04-01,62
EXTREMADURA,2021-04-02,70
EXTREMADURA,2021-04-03,72
EXTREMADURA,2021-04-04,79
EXTREMADURA,2021-04-05,76
EXTREMADURA,2021-04-06,84
EXTREMADURA,2021-04-07,82
EXTREMADURA,2021-04-08,88
EXTREMADURA,2021-04-09,81
EXTREMADURA,2021-04-10,84
EXTREMADURA,2021-04-11,100
EXTREMADURA,2021-04-12,100
EXTREMADURA,2021-04-13,88
EXTREMADURA,2021-04-14,89
EXTREMADURA,2021-04-15,83
EXTREMADURA,2021-04-16,83
EXTREMADURA,2021-04-17,83
EXTREMADURA,2021-04-18,89
EXTREMADURA,2021-04-19,89
EXTREMADURA,2021-04-20,91
EXTREMADURA,2021-04-21,85
EXTREMADURA,2021-04-22,85
EXTREMADURA,2021-04-23,76
EXTREMADURA,2021-04-24,77
EXTREMADURA,2021-04-25,82
EXTREMADURA,2021-04-26,80
EXTREMADURA,2021-04-27,74
EXTREMADURA,2021-04-28,71
EXTREMADURA,2021-04-29,57
EXTREMADURA,2021-04-30,50
EXTREMADURA,2021-05-01,56
EXTREMADURA,2021-05-02,58
EXTREMADURA,2021-05-03,56
EXTREMADURA,2021-05-04,50
EXTREMADURA,2021-05-05,50
EXTREMADURA,2021-05-06,48
EXTREMADURA,2021-05-07,50
EXTREMADURA,2021-05-08,51
EXTREMADURA,2021-05-09,59
GALICIA,2020-08-19,86
GALICIA,2020-08-20,87
GALICIA,2020-08-21,81
GALICIA,2020-08-22,114
GALICIA,2020-08-23,92
GALICIA,2020-08-24,105
GALICIA,2020-08-25,112
GALICIA,2020-08-26,120
GALICIA,2020-08-27,137
GALICIA,2020-08-28,150
GALICIA,2020-08-29,143
GALICIA,2020-08-30,150
GALICIA,2020-08-31,174
GALICIA,2020-09-01,189
GALICIA,2020-09-02,197
GALICIA,2020-09-03,208
GALICIA,2020-09-04,211
GALICIA,2020-09-05,211
GALICIA,2020-09-06,226
GALICIA,2020-09-07,220
GALICIA,2020-09-08,219
GALICIA,2020-09-09,233
GALICIA,2020-09-10,239
GALICIA,2020-09-11,246
GALICIA,2020-09-12,247
GALICIA,2020-09-13,265
GALICIA,2020-09-14,259
GALICIA,2020-09-15,244
GALICIA,2020-09-16,253
GALICIA,2020-09-17,255
GALICIA,2020-09-18,247
GALICIA,2020-09-19,247
GALICIA,2020-09-20,256
GALICIA,2020-09-21,255
GALICIA,2020-09-22,251
GALICIA,2020-09-23,248
GALICIA,2020-09-24,253
GALICIA,2020-09-25,232
GALICIA,2020-09-26,233
GALICIA,2020-09-27,246
GALICIA,2020-09-28,248
GALICIA,2020-09-29,236
GALICIA,2020-09-30,252
GALICIA,2020-10-01,239
GALICIA,2020-10-02,233
GALICIA,2020-10-03,233
GALICIA,2020-10-04,253
GALICIA,2020-10-05,247
GALICIA,2020-10-06,242
GALICIA,2020-10-07,249
GALICIA,2020-10-08,271
GALICIA,2020-10-09,212
GALICIA,2020-10-10,210
GALICIA,2020-10-11,210
GALICIA,2020-10-12,246
GALICIA,2020-10-13,254
GALICIA,2020-10-14,281
GALICIA,2020-10-15,329
GALICIA,2020-10-16,272
GALICIA,2020-10-17,272
GALICIA,2020-10-18,321
GALICIA,2020-10-19,331
GALICIA,2020-10-20,351
GALICIA,2020-10-21,408
GALICIA,2020-10-22,390
GALICIA,2020-10-23,428
GALICIA,2020-10-24,427
GALICIA,2020-10-25,450
GALICIA,2020-10-26,478
GALICIA,2020-10-27,479
GALICIA,2020-10-28,485
GALICIA,2020-10-29,555
GALICIA,2020-10-30,457
GALICIA,2020-10-31,454
GALICIA,2020-11-01,545
GALICIA,2020-11-02,577
GALICIA,2020-11-03,552
GALICIA,2020-11-04,578
GALICIA,2020-11-05,588
GALICIA,2020-11-06,546
GALICIA,2020-11-07,546
GALICIA,2020-11-08,578
GALICIA,2020-11-09,590
GALICIA,2020-11-10,582
GALICIA,2020-11-11,579
GALICIA,2020-11-12,594
GALICIA,2020-11-13,578
GALICIA,2020-11-14,543
GALICIA,2020-11-15,597
GALICIA,2020-11-16,551
GALICIA,2020-11-17,564
GALICIA,2020-11-18,552
GALICIA,2020-11-19,534
GALICIA,2020-11-20,523
GALICIA,2020-11-21,515
GALICIA,2020-11-22,521
GALICIA,2020-11-23,518
GALICIA,2020-11-24,494
GALICIA,2020-11-25,481
GALICIA,2020-11-26,459
GALICIA,2020-11-27,438
GALICIA,2020-11-28,438
GALICIA,2020-11-29,437
GALICIA,2020-11-30,428
GALICIA,2020-12-01,392
GALICIA,2020-12-02,371
GALICIA,2020-12-03,392
GALICIA,2020-12-04,357
GALICIA,2020-12-05,356
GALICIA,2020-12-06,369
GALICIA,2020-12-07,369
GALICIA,2020-12-08,338
GALICIA,2020-12-09,328
GALICIA,2020-12-10,309
GALICIA,2020-12-11,310
GALICIA,2020-12-12,310
GALICIA,2020-12-13,343
GALICIA,2020-12-14,344
GALICIA,2020-12-15,322
GALICIA,2020-12-16,316
GALICIA,2020-12-17,318
GALICIA,2020-12-18,297
GALICIA,2020-12-19,296
GALICIA,2020-12-20,320
GALICIA,2020-12-21,348
GALICIA,2020-12-22,321
GALICIA,2020-12-23,308
GALICIA,2020-12-24,308
GALICIA,2020-12-25,326
GALICIA,2020-12-26,333
GALICIA,2020-12-27,371
GALICIA,2020-12-28,361
GALICIA,2020-12-29,338
GALICIA,2020-12-30,340
GALICIA,2020-12-31,340
GALICIA,2021-01-01,338
GALICIA,2021-01-02,344
GALICIA,2021-01-03,390
GALICIA,2021-01-04,393
GALICIA,2021-01-05,391
GALICIA,2021-01-06,403
GALICIA,2021-01-07,382
GALICIA,2021-01-08,387
GALICIA,2021-01-09,383
GALICIA,2021-01-10,473
GALICIA,2021-01-11,483
GALICIA,2021-01-12,517
GALICIA,2021-01-13,555
GALICIA,2021-01-14,601
GALICIA,2021-01-15,603
GALICIA,2021-01-16,603
GALICIA,2021-01-17,786
GALICIA,2021-01-18,831
GALICIA,2021-01-19,880
GALICIA,2021-01-20,934
GALICIA,2021-01-21,1002
GALICIA,2021-01-22,1031
GALICIA,2021-01-23,1030
GALICIA,2021-01-24,1198
GALICIA,2021-01-25,1281
GALICIA,2021-01-26,1295
GALICIA,2021-01-27,1330
GALICIA,2021-01-28,1324
GALICIA,2021-01-29,1310
GALICIA,2021-01-30,1310
GALICIA,2021-01-31,1462
GALICIA,2021-02-01,1418
GALICIA,2021-02-02,1359
GALICIA,2021-02-03,1315
GALICIA,2021-02-04,1308
GALICIA,2021-02-05,1258
GALICIA,2021-02-06,1258
GALICIA,2021-02-07,1325
GALICIA,2021-02-08,1195
GALICIA,2021-02-09,1212
GALICIA,2021-02-10,1108
GALICIA,2021-02-11,1031
GALICIA,2021-02-12,964
GALICIA,2021-02-13,964
GALICIA,2021-02-14,986
GALICIA,2021-02-15,941
GALICIA,2021-02-16,874
GALICIA,2021-02-17,799
GALICIA,2021-02-18,746
GALICIA,2021-02-19,642
GALICIA,2021-02-20,636
GALICIA,2021-02-21,666
GALICIA,2021-02-22,580
GALICIA,2021-02-23,561
GALICIA,2021-02-24,533
GALICIA,2021-02-25,500
GALICIA,2021-02-26,459
GALICIA,2021-02-27,459
GALICIA,2021-02-28,477
GALICIA,2021-03-01,442
GALICIA,2021-03-02,414
GALICIA,2021-03-03,402
GALICIA,2021-03-04,371
GALICIA,2021-03-05,342
GALICIA,2021-03-06,342
GALICIA,2021-03-07,359
GALICIA,2021-03-08,329
GALICIA,2021-03-09,324
GALICIA,2021-03-10,306
GALICIA,2021-03-11,295
GALICIA,2021-03-12,290
GALICIA,2021-03-13,290
GALICIA,2021-03-14,284
GALICIA,2021-03-15,289
GALICIA,2021-03-16,282
GALICIA,2021-03-17,257
GALICIA,2021-03-18,255
GALICIA,2021-03-19,262
GALICIA,2021-03-20,262
GALICIA,2021-03-21,268
GALICIA,2021-03-22,252
GALICIA,2021-03-23,237
GALICIA,2021-03-24,224
GALICIA,2021-03-25,209
GALICIA,2021-03-26,189
GALICIA,2021-03-27,189
GALICIA,2021-03-28,206
GALICIA,2021-03-29,205
GALICIA,2021-03-30,199
GALICIA,2021-03-31,195
GALICIA,2021-04-01,199
GALICIA,2021-04-02,194
GALICIA,2021-04-03,194
GALICIA,2021-04-04,204
GALICIA,2021-04-05,202
GALICIA,2021-04-06,182
GALICIA,2021-04-07,171
GALICIA,2021-04-08,164
GALICIA,2021-04-09,159
GALICIA,2021-04-10,160
GALICIA,2021-04-11,195
GALICIA,2021-04-12,189
GALICIA,2021-04-13,192
GALICIA,2021-04-14,185
GALICIA,2021-04-15,193
GALICIA,2021-04-16,189
GALICIA,2021-04-17,186
GALICIA,2021-04-18,208
GALICIA,2021-04-19,216
GALICIA,2021-04-20,212
GALICIA,2021-04-21,212
GALICIA,2021-04-22,204
GALICIA,2021-04-23,198
GALICIA,2021-04-24,198
GALICIA,2021-04-25,212
GALICIA,2021-04-26,219
GALICIA,2021-04-27,209
GALICIA,2021-04-28,211
GALICIA,2021-04-29,204
GALICIA,2021-04-30,202
GALICIA,2021-05-01,195
GALICIA,2021-05-02,221
GALICIA,2021-05-03,216
GALICIA,2021-05-04,203
GALICIA,2021-05-05,204
GALICIA,2021-05-06,194
GALICIA,2021-05-07,186
GALICIA,2021-05-08,186
GALICIA,2021-05-09,205
ISLAS BALEARES,2020-08-19,196
ISLAS BALEARES,2020-08-20,194
ISLAS BALEARES,2020-08-21,211
ISLAS BALEARES,2020-08-22,211
ISLAS BALEARES,2020-08-23,259
ISLAS BALEARES,2020-08-24,277
ISLAS BALEARES,2020-08-25,291
ISLAS BALEARES,2020-08-26,286
ISLAS BALEARES,2020-08-27,296
ISLAS BALEARES,2020-08-28,280
ISLAS BALEARES,2020-08-29,282
ISLAS BALEARES,2020-08-30,343
ISLAS BALEARES,2020-08-31,344
ISLAS BALEARES,2020-09-01,342
ISLAS BALEARES,2020-09-02,363
ISLAS BALEARES,2020-09-03,364
ISLAS BALEARES,2020-09-04,336
ISLAS BALEARES,2020-09-05,336
ISLAS BALEARES,2020-09-06,402
ISLAS BALEARES,2020-09-07,409
ISLAS BALEARES,2020-09-08,405
ISLAS BALEARES,2020-09-09,383
ISLAS BALEARES,2020-09-10,384
ISLAS BALEARES,2020-09-11,380
ISLAS BALEARES,2020-09-12,379
ISLAS BALEARES,2020-09-13,395
ISLAS BALEARES,2020-09-14,388
ISLAS BALEARES,2020-09-15,376
ISLAS BALEARES,2020-09-16,360
ISLAS BALEARES,2020-09-17,346
ISLAS BALEARES,2020-09-18,370
