CCAA,Fecha,PORCENTAJE_CAMAS_TOTALES_OCUPADAS
MADRID,2021-01-15,77.8
MADRID,2021-01-16,78.21
MADRID,2021-01-17,80.2
MADRID,2021-01-18,82.44
MADRID,2021-01-19,84.21
MADRID,2021-01-20,84.63
MADRID,2021-01-21,84.71
MADRID,2021-01-22,81.13
MADRID,2021-01-23,81.69
MADRID,2021-01-24,83.88
MADRID,2021-01-25,84.92
MADRID,2021-01-26,84.25
MADRID,2021-01-27,84.34
MADRID,2021-01-28,84.41
MADRID,2021-01-29,80.05
MADRID,2021-01-30,80.81
MADRID,2021-01-31,82.21
MADRID,2021-02-01,83.6
MADRID,2021-02-02,82.84
MADRID,2021-02-03,80.89
MADRID,2021-02-04,80.91
MADRID,2021-02-05,80.0
MADRID,2021-02-06,79.85
MADRID,2021-02-07,81.17
MADRID,2021-02-08,82.62
MADRID,2021-02-09,81.55
MADRID,2021-02-10,82.3
MADRID,2021-02-11,81.76
MADRID,2021-02-12,78.25
MADRID,2021-02-13,78.74
MADRID,2021-02-14,79.08
MADRID,2021-02-15,80.19
MADRID,2021-02-16,80.98
MADRID,2021-02-17,81.41
MADRID,2021-02-18,80.67
MADRID,2021-02-19,75.98
MADRID,2021-02-20,76.1
MADRID,2021-02-21,77.79
MADRID,2021-02-22,79.12
MADRID,2021-02-23,80.44
MADRID,2021-02-24,81.04
MADRID,2021-02-25,80.24
MADRID,2021-02-26,76.71
MADRID,2021-02-27,76.64
MADRID,2021-02-28,77.85
MADRID,2021-03-01,79.62
MADRID,2021-03-02,81.01
MADRID,2021-03-03,80.89
MADRID,2021-03-04,82.32
MADRID,2021-03-05,77.14
MADRID,2021-03-06,76.87
MADRID,2021-03-07,78.15
MADRID,2021-03-08,80.46
MADRID,2021-03-09,81.77
MADRID,2021-03-10,82.22
MADRID,2021-03-11,81.64
MADRID,2021-03-12,76.75
MADRID,2021-03-13,77.1
MADRID,2021-03-14,77.34
MADRID,2021-03-15,79.81
MADRID,2021-03-16,81.7
MADRID,2021-03-17,83.63
MADRID,2021-03-18,78.56
MADRID,2021-03-19,75.02
MADRID,2021-03-20,75.46
MADRID,2021-03-21,77.22
MADRID,2021-03-22,80.92
MADRID,2021-03-23,82.55
MADRID,2021-03-24,83.19
MADRID,2021-03-25,82.82
MADRID,2021-03-26,78.62
MADRID,2021-03-27,78.49
MADRID,2021-03-28,78.2
MADRID,2021-03-29,79.49
MADRID,2021-03-30,79.48
MADRID,2021-03-31,74.35
MADRID,2021-04-01,73.52
MADRID,2021-04-02,72.25
MADRID,2021-04-03,71.79
MADRID,2021-04-04,76.28
MADRID,2021-04-05,80.58
MADRID,2021-04-06,82.15
MADRID,2021-04-07,83.39
MADRID,2021-04-08,83.78
MADRID,2021-04-09,79.69
MADRID,2021-04-10,79.64
MADRID,2021-04-11,79.54
MADRID,2021-04-12,82.94
MADRID,2021-04-13,83.39
MADRID,2021-04-14,83.86
MADRID,2021-04-15,84.34
MADRID,2021-04-16,80.7
MADRID,2021-04-17,80.36
MADRID,2021-04-18,81.75
MADRID,2021-04-19,83.67
MADRID,2021-04-20,84.42
MADRID,2021-04-21,85.37
MADRID,2021-04-22,84.38
MADRID,2021-04-23,80.01
MADRID,2021-04-24,80.17
MADRID,2021-04-25,81.3
MADRID,2021-04-26,82.78
MADRID,2021-04-27,84.07
MADRID,2021-04-28,84.68
MADRID,2021-04-29,84.4
MADRID,2021-04-30,79.07
MADRID,2021-05-01,78.67
MADRID,2021-05-02,77.94
MADRID,2021-05-03,79.93
MADRID,2021-05-04,80.88
MADRID,2021-05-05,82.84
MADRID,2021-05-06,83.64
MADRID,2021-05-07,79.19
MADRID,2021-05-08,78.49
MADRID,2021-05-09,80.08
MELILLA,2020-08-19,43.5
MELILLA,2020-08-20,46.89
MELILLA,2020-08-21,45.76
MELILLA,2020-08-22,45.76
MELILLA,2020-08-23,46.89
MELILLA,2020-08-24,49.72
MELILLA,2020-08-25,53.11
MELILLA,2020-08-26,45.76
MELILLA,2020-08-27,46.89
MELILLA,2020-08-28,46.33
MELILLA,2020-08-29,46.33
MELILLA,2020-08-30,45.76
MELILLA,2020-08-31,46.89
MELILLA,2020-09-01,48.02
MELILLA,2020-09-02,48.02
MELILLA,2020-09-03,48.59
MELILLA,2020-09-04,40.68
MELILLA,2020-09-05,40.68
MELILLA,2020-09-06,42.94
MELILLA,2020-09-07,42.94
MELILLA,2020-09-08,46.89
MELILLA,2020-09-09,50.28
MELILLA,2020-09-10,50.28
MELILLA,2020-09-11,44.63
MELILLA,2020-09-12,44.63
MELILLA,2020-09-13,47.46
MELILLA,2020-09-14,46.89
MELILLA,2020-09-15,46.33
MELILLA,2020-09-16,46.33
MELILLA,2020-09-17,48.02
MELILLA,2020-09-18,47.46
MELILLA,2020-09-19,47.46
MELILLA,2020-09-20,50.85
MELILLA,2020-09-21,47.46
MELILLA,2020-09-22,50.85
MELILLA,2020-09-23,51.98
MELILLA,2020-09-24,49.15
MELILLA,2020-09-25,46.33
MELILLA,2020-09-26,46.33
MELILLA,2020-09-27,49.15
MELILLA,2020-09-28,49.15
MELILLA,2020-09-29,46.33
MELILLA,2020-09-30,47.46
MELILLA,2020-10-01,45.76
MELILLA,2020-10-02,44.63
MELILLA,2020-10-03,44.63
MELILLA,2020-10-04,48.59
MELILLA,2020-10-05,49.72
MELILLA,2020-10-06,46.89
MELILLA,2020-10-07,47.46
MELILLA,2020-10-08,45.2
MELILLA,2020-10-09,48.59
MELILLA,2020-10-10,48.59
MELILLA,2020-10-11,48.59
MELILLA,2020-10-12,55.37
MELILLA,2020-10-13,53.11
MELILLA,2020-10-14,54.8
MELILLA,2020-10-15,55.93
MELILLA,2020-10-16,58.76
MELILLA,2020-10-17,58.76
MELILLA,2020-10-18,56.5
MELILLA,2020-10-19,62.71
MELILLA,2020-10-20,63.84
MELILLA,2020-10-21,60.45
MELILLA,2020-10-22,58.76
MELILLA,2020-10-23,55.93
MELILLA,2020-10-24,55.93
MELILLA,2020-10-25,59.22
MELILLA,2020-10-26,56.98
MELILLA,2020-10-27,53.07
MELILLA,2020-10-28,51.4
MELILLA,2020-10-29,54.19
MELILLA,2020-10-30,51.4
MELILLA,2020-10-31,51.4
MELILLA,2020-11-01,53.63
MELILLA,2020-11-02,53.07
MELILLA,2020-11-03,47.49
MELILLA,2020-11-04,53.11
MELILLA,2020-11-05,54.75
MELILLA,2020-11-06,48.6
MELILLA,2020-11-07,50.28
MELILLA,2020-11-08,53.07
MELILLA,2020-11-09,53.63
MELILLA,2020-11-10,52.51
MELILLA,2020-11-11,51.96
MELILLA,2020-11-12,48.6
MELILLA,2020-11-13,50.28
MELILLA,2020-11-14,48.6
MELILLA,2020-11-15,49.16
MELILLA,2020-11-16,53.07
MELILLA,2020-11-17,46.37
MELILLA,2020-11-18,46.37
MELILLA,2020-11-19,46.37
MELILLA,2020-11-20,43.58
MELILLA,2020-11-21,44.69
MELILLA,2020-11-22,45.81
MELILLA,2020-11-23,45.81
MELILLA,2020-11-24,41.34
MELILLA,2020-11-25,42.46
MELILLA,2020-11-26,43.02
MELILLA,2020-11-27,39.11
MELILLA,2020-11-28,37.43
MELILLA,2020-11-29,37.43
MELILLA,2020-11-30,37.99
MELILLA,2020-12-01,41.34
MELILLA,2020-12-02,39.66
MELILLA,2020-12-03,43.02
MELILLA,2020-12-04,37.99
MELILLA,2020-12-05,37.99
MELILLA,2020-12-06,39.11
MELILLA,2020-12-07,39.11
MELILLA,2020-12-08,43.58
MELILLA,2020-12-09,42.46
MELILLA,2020-12-10,44.13
MELILLA,2020-12-11,36.31
MELILLA,2020-12-12,36.31
MELILLA,2020-12-13,43.02
MELILLA,2020-12-14,41.9
MELILLA,2020-12-15,41.9
MELILLA,2020-12-16,40.78
MELILLA,2020-12-17,45.81
MELILLA,2020-12-18,38.55
MELILLA,2020-12-19,38.55
MELILLA,2020-12-20,36.87
MELILLA,2020-12-21,38.55
MELILLA,2020-12-22,34.64
MELILLA,2020-12-23,29.61
MELILLA,2020-12-24,29.61
MELILLA,2020-12-25,30.17
MELILLA,2020-12-26,30.17
MELILLA,2020-12-27,34.08
MELILLA,2020-12-28,36.31
MELILLA,2020-12-29,37.99
MELILLA,2020-12-30,30.17
MELILLA,2020-12-31,30.17
MELILLA,2021-01-01,31.28
MELILLA,2021-01-02,31.28
MELILLA,2021-01-03,35.75
MELILLA,2021-01-04,37.43
MELILLA,2021-01-05,37.43
MELILLA,2021-01-06,36.31
MELILLA,2021-01-07,41.34
MELILLA,2021-01-08,36.31
MELILLA,2021-01-09,36.31
MELILLA,2021-01-10,34.08
MELILLA,2021-01-11,35.75
MELILLA,2021-01-12,36.87
MELILLA,2021-01-13,41.9
MELILLA,2021-01-14,47.25
MELILLA,2021-01-15,47.25
MELILLA,2021-01-16,47.25
MELILLA,2021-01-17,47.25
MELILLA,2021-01-18,50.0
MELILLA,2021-01-19,54.4
MELILLA,2021-01-20,54.95
MELILLA,2021-01-21,56.04
MELILLA,2021-01-22,56.04
MELILLA,2021-01-23,53.3
MELILLA,2021-01-24,54.4
MELILLA,2021-01-25,57.14
MELILLA,2021-01-26,61.54
MELILLA,2021-01-27,60.44
MELILLA,2021-01-28,63.19
MELILLA,2021-01-29,60.99
MELILLA,2021-01-30,60.99
MELILLA,2021-01-31,60.44
MELILLA,2021-02-01,57.14
MELILLA,2021-02-02,57.14
MELILLA,2021-02-03,57.69
MELILLA,2021-02-04,55.49
MELILLA,2021-02-05,54.95
MELILLA,2021-02-06,54.95
MELILLA,2021-02-07,57.14
MELILLA,2021-02-08,53.3
MELILLA,2021-02-09,54.4
MELILLA,2021-02-10,53.85
MELILLA,2021-02-11,55.49
MELILLA,2021-02-12,50.0
MELILLA,2021-02-13,50.0
MELILLA,2021-02-14,48.35
MELILLA,2021-02-15,46.7
MELILLA,2021-02-16,43.96
MELILLA,2021-02-17,44.51
MELILLA,2021-02-18,43.41
MELILLA,2021-02-19,46.7
MELILLA,2021-02-20,46.7
MELILLA,2021-02-21,50.55
MELILLA,2021-02-22,45.05
MELILLA,2021-02-23,46.7
MELILLA,2021-02-24,47.25
MELILLA,2021-02-25,44.51
MELILLA,2021-02-26,45.05
MELILLA,2021-02-27,45.05
MELILLA,2021-02-28,45.05
MELILLA,2021-03-01,47.8
MELILLA,2021-03-02,46.15
MELILLA,2021-03-03,44.51
MELILLA,2021-03-04,50.55
MELILLA,2021-03-05,48.35
MELILLA,2021-03-06,48.35
MELILLA,2021-03-07,41.21
MELILLA,2021-03-08,40.66
MELILLA,2021-03-09,43.96
MELILLA,2021-03-10,47.8
MELILLA,2021-03-11,50.0
MELILLA,2021-03-12,48.9
MELILLA,2021-03-13,48.9
MELILLA,2021-03-14,53.85
MELILLA,2021-03-15,57.14
MELILLA,2021-03-16,54.95
MELILLA,2021-03-17,56.04
MELILLA,2021-03-18,49.45
MELILLA,2021-03-19,52.75
MELILLA,2021-03-20,52.75
MELILLA,2021-03-21,46.7
MELILLA,2021-03-22,45.05
MELILLA,2021-03-23,49.45
MELILLA,2021-03-24,50.55
MELILLA,2021-03-25,52.2
MELILLA,2021-03-26,57.69
MELILLA,2021-03-27,57.69
MELILLA,2021-03-28,54.95
MELILLA,2021-03-29,53.3
MELILLA,2021-03-30,51.65
MELILLA,2021-03-31,51.65
MELILLA,2021-04-01,51.65
MELILLA,2021-04-02,53.3
MELILLA,2021-04-03,53.3
MELILLA,2021-04-04,53.85
MELILLA,2021-04-05,56.59
MELILLA,2021-04-06,57.69
MELILLA,2021-04-07,58.24
MELILLA,2021-04-08,62.09
MELILLA,2021-04-09,65.38
MELILLA,2021-04-10,65.38
MELILLA,2021-04-11,70.88
MELILLA,2021-04-12,63.19
MELILLA,2021-04-13,62.09
MELILLA,2021-04-14,57.69
MELILLA,2021-04-15,60.44
MELILLA,2021-04-16,54.95
MELILLA,2021-04-17,54.95
MELILLA,2021-04-18,59.34
MELILLA,2021-04-19,58.79
MELILLA,2021-04-20,56.59
MELILLA,2021-04-21,52.75
MELILLA,2021-04-22,50.55
MELILLA,2021-04-23,50.0
MELILLA,2021-04-24,50.0
MELILLA,2021-04-25,52.2
MELILLA,2021-04-26,53.85
MELILLA,2021-04-27,56.59
MELILLA,2021-04-28,53.3
MELILLA,2021-04-29,56.59
MELILLA,2021-04-30,56.59
MELILLA,2021-05-01,56.59
MELILLA,2021-05-02,55.49
MELILLA,2021-05-03,52.75
MELILLA,2021-05-04,48.9
MELILLA,2021-05-05,47.25
MELILLA,2021-05-06,51.1
MELILLA,2021-05-07,43.41
MELILLA,2021-05-08,43.41
MELILLA,2021-05-09,42.86
MURCIA,2020-08-19,58.96
MURCIA,2020-08-20,59.68
MURCIA,2020-08-21,56.56
MURCIA,2020-08-22,56.47
MURCIA,2020-08-23,59.12
MURCIA,2020-08-24,59.68
MURCIA,2020-08-25,60.03
MURCIA,2020-08-26,59.12
MURCIA,2020-08-27,57.77
MURCIA,2020-08-28,54.93
MURCIA,2020-08-29,54.03
MURCIA,2020-08-30,58.26
MURCIA,2020-08-31,59.17
MURCIA,2020-09-01,61.17
MURCIA,2020-09-02,61.1
MURCIA,2020-09-03,61.27
MURCIA,2020-09-04,59.3
MURCIA,2020-09-05,59.01
MURCIA,2020-09-06,61.17
MURCIA,2020-09-07,62.62
MURCIA,2020-09-08,63.38
MURCIA,2020-09-09,67.55
MURCIA,2020-09-10,64.06
MURCIA,2020-09-11,61.31
MURCIA,2020-09-12,61.57
MURCIA,2020-09-13,60.86
MURCIA,2020-09-14,62.46
MURCIA,2020-09-15,61.51
MURCIA,2020-09-16,65.61
MURCIA,2020-09-17,63.98
MURCIA,2020-09-18,58.34
MURCIA,2020-09-19,57.83
MURCIA,2020-09-20,63.64
MURCIA,2020-09-21,64.62
MURCIA,2020-09-22,66.03
MURCIA,2020-09-23,63.72
MURCIA,2020-09-24,63.37
MURCIA,2020-09-25,62.44
MURCIA,2020-09-26,62.21
MURCIA,2020-09-27,63.67
MURCIA,2020-09-28,65.43
MURCIA,2020-09-29,66.47
MURCIA,2020-09-30,66.85
MURCIA,2020-10-01,64.67
MURCIA,2020-10-02,63.0
MURCIA,2020-10-03,61.42
MURCIA,2020-10-04,63.1
MURCIA,2020-10-05,65.94
MURCIA,2020-10-06,65.54
MURCIA,2020-10-07,64.9
MURCIA,2020-10-08,64.28
MURCIA,2020-10-09,60.55
MURCIA,2020-10-10,59.39
MURCIA,2020-10-11,59.87
MURCIA,2020-10-12,60.85
MURCIA,2020-10-13,68.8
MURCIA,2020-10-14,70.37
MURCIA,2020-10-15,68.49
MURCIA,2020-10-16,65.37
MURCIA,2020-10-17,65.42
MURCIA,2020-10-18,67.71
MURCIA,2020-10-19,69.56
MURCIA,2020-10-20,70.39
MURCIA,2020-10-21,69.68
MURCIA,2020-10-22,68.79
MURCIA,2020-10-23,63.68
MURCIA,2020-10-24,63.57
MURCIA,2020-10-25,72.85
MURCIA,2020-10-26,73.78
MURCIA,2020-10-27,70.41
MURCIA,2020-10-28,72.08
MURCIA,2020-10-29,69.55
MURCIA,2020-10-30,64.71
MURCIA,2020-10-31,63.5
MURCIA,2020-11-01,66.34
MURCIA,2020-11-02,68.71
MURCIA,2020-11-03,70.87
MURCIA,2020-11-04,71.7
MURCIA,2020-11-05,71.44
MURCIA,2020-11-06,66.8
MURCIA,2020-11-07,66.85
MURCIA,2020-11-08,68.31
MURCIA,2020-11-09,72.26
MURCIA,2020-11-10,70.36
MURCIA,2020-11-11,68.24
MURCIA,2020-11-12,68.47
MURCIA,2020-11-13,65.87
MURCIA,2020-11-14,65.75
MURCIA,2020-11-15,64.61
MURCIA,2020-11-16,66.56
MURCIA,2020-11-17,67.72
MURCIA,2020-11-18,69.29
MURCIA,2020-11-19,68.56
MURCIA,2020-11-20,63.82
MURCIA,2020-11-21,62.05
MURCIA,2020-11-22,65.07
MURCIA,2020-11-23,65.61
MURCIA,2020-11-24,66.12
MURCIA,2020-11-25,67.36
MURCIA,2020-11-26,65.72
MURCIA,2020-11-27,61.63
MURCIA,2020-11-28,62.64
MURCIA,2020-11-29,63.22
MURCIA,2020-11-30,65.17
MURCIA,2020-12-01,65.75
MURCIA,2020-12-02,66.9
MURCIA,2020-12-03,65.94
MURCIA,2020-12-04,59.03
MURCIA,2020-12-05,59.08
MURCIA,2020-12-06,56.01
MURCIA,2020-12-07,56.14
MURCIA,2020-12-08,60.67
MURCIA,2020-12-09,63.91
MURCIA,2020-12-10,65.1
MURCIA,2020-12-11,58.82
MURCIA,2020-12-12,57.68
MURCIA,2020-12-13,63.91
MURCIA,2020-12-14,66.06
MURCIA,2020-12-15,66.44
MURCIA,2020-12-16,67.05
MURCIA,2020-12-17,66.46
MURCIA,2020-12-18,60.14
MURCIA,2020-12-19,60.31
MURCIA,2020-12-20,61.2
MURCIA,2020-12-21,62.29
MURCIA,2020-12-22,57.97
MURCIA,2020-12-23,49.61
MURCIA,2020-12-24,48.72
MURCIA,2020-12-25,44.88
MURCIA,2020-12-26,45.74
MURCIA,2020-12-27,52.43
MURCIA,2020-12-28,55.48
MURCIA,2020-12-29,54.49
MURCIA,2020-12-30,50.37
MURCIA,2020-12-31,49.89
MURCIA,2021-01-01,47.19
MURCIA,2021-01-02,48.33
MURCIA,2021-01-03,54.16
MURCIA,2021-01-04,56.34
MURCIA,2021-01-05,55.84
MURCIA,2021-01-06,56.95
MURCIA,2021-01-07,59.78
MURCIA,2021-01-08,58.61
MURCIA,2021-01-09,58.92
MURCIA,2021-01-10,61.84
MURCIA,2021-01-11,66.48
MURCIA,2021-01-12,67.77
MURCIA,2021-01-13,68.41
MURCIA,2021-01-14,69.28
MURCIA,2021-01-15,66.68
MURCIA,2021-01-16,67.4
MURCIA,2021-01-17,70.97
MURCIA,2021-01-18,69.27
MURCIA,2021-01-19,71.32
MURCIA,2021-01-20,72.16
MURCIA,2021-01-21,70.85
MURCIA,2021-01-22,66.3
MURCIA,2021-01-23,66.3
MURCIA,2021-01-24,67.59
MURCIA,2021-01-25,66.83
MURCIA,2021-01-26,66.34
MURCIA,2021-01-27,65.64
MURCIA,2021-01-28,67.09
MURCIA,2021-01-29,66.76
MURCIA,2021-01-30,66.05
MURCIA,2021-01-31,67.49
MURCIA,2021-02-01,64.85
MURCIA,2021-02-02,64.34
MURCIA,2021-02-03,65.76
MURCIA,2021-02-04,63.33
MURCIA,2021-02-05,60.3
MURCIA,2021-02-06,59.7
MURCIA,2021-02-07,60.28
MURCIA,2021-02-08,61.02
MURCIA,2021-02-09,60.31
MURCIA,2021-02-10,59.93
MURCIA,2021-02-11,59.0
MURCIA,2021-02-12,57.63
MURCIA,2021-02-13,57.53
MURCIA,2021-02-14,57.02
MURCIA,2021-02-15,58.23
MURCIA,2021-02-16,58.78
MURCIA,2021-02-17,60.5
MURCIA,2021-02-18,60.92
MURCIA,2021-02-19,58.24
MURCIA,2021-02-20,57.78
MURCIA,2021-02-21,59.39
MURCIA,2021-02-22,60.8
MURCIA,2021-02-23,60.22
MURCIA,2021-02-24,61.23
MURCIA,2021-02-25,61.19
MURCIA,2021-02-26,57.02
MURCIA,2021-02-27,56.88
MURCIA,2021-02-28,59.01
MURCIA,2021-03-01,61.38
MURCIA,2021-03-02,62.45
MURCIA,2021-03-03,63.83
MURCIA,2021-03-04,62.06
MURCIA,2021-03-05,56.98
MURCIA,2021-03-06,56.76
MURCIA,2021-03-07,59.1
MURCIA,2021-03-08,61.82
MURCIA,2021-03-09,63.29
MURCIA,2021-03-10,63.0
MURCIA,2021-03-11,62.08
MURCIA,2021-03-12,57.92
MURCIA,2021-03-13,57.97
MURCIA,2021-03-14,61.21
MURCIA,2021-03-15,64.07
MURCIA,2021-03-16,65.09
MURCIA,2021-03-17,65.72
MURCIA,2021-03-18,63.56
MURCIA,2021-03-19,59.95
MURCIA,2021-03-20,59.61
MURCIA,2021-03-21,61.53
MURCIA,2021-03-22,65.7
MURCIA,2021-03-23,66.01
MURCIA,2021-03-24,65.92
MURCIA,2021-03-25,61.99
MURCIA,2021-03-26,60.81
MURCIA,2021-03-27,59.67
MURCIA,2021-03-28,60.49
MURCIA,2021-03-29,61.04
MURCIA,2021-03-30,59.81
MURCIA,2021-03-31,55.3
MURCIA,2021-04-01,53.62
MURCIA,2021-04-02,53.83
MURCIA,2021-04-03,53.44
MURCIA,2021-04-04,56.15
MURCIA,2021-04-05,57.87
MURCIA,2021-04-06,58.31
MURCIA,2021-04-07,60.32
MURCIA,2021-04-08,59.08
MURCIA,2021-04-09,54.69
MURCIA,2021-04-10,54.76
MURCIA,2021-04-11,57.19
MURCIA,2021-04-12,61.22
MURCIA,2021-04-13,62.45
MURCIA,2021-04-14,63.25
MURCIA,2021-04-15,64.07
MURCIA,2021-04-16,58.92
MURCIA,2021-04-17,58.14
MURCIA,2021-04-18,60.93
MURCIA,2021-04-19,64.53
MURCIA,2021-04-20,65.48
MURCIA,2021-04-21,64.34
MURCIA,2021-04-22,63.69
MURCIA,2021-04-23,59.32
MURCIA,2021-04-24,58.4
MURCIA,2021-04-25,61.34
MURCIA,2021-04-26,62.19
MURCIA,2021-04-27,65.4
MURCIA,2021-04-28,66.48
MURCIA,2021-04-29,64.29
MURCIA,2021-04-30,61.43
MURCIA,2021-05-01,61.42
MURCIA,2021-05-02,61.19
MURCIA,2021-05-03,62.59
MURCIA,2021-05-04,65.63
MURCIA,2021-05-05,66.26
MURCIA,2021-05-06,65.92
MURCIA,2021-05-07,60.99
MURCIA,2021-05-08,59.56
MURCIA,2021-05-09,61.28
NAVARRA,2020-08-19,59.79
NAVARRA,2020-08-20,60.84
NAVARRA,2020-08-21,55.27
NAVARRA,2020-08-22,55.27
NAVARRA,2020-08-23,55.91
NAVARRA,2020-08-24,58.56
NAVARRA,2020-08-25,59.6
NAVARRA,2020-08-26,52.54
NAVARRA,2020-08-27,59.87
NAVARRA,2020-08-28,55.86
NAVARRA,2020-08-29,55.86
NAVARRA,2020-08-30,54.74
NAVARRA,2020-08-31,58.65
NAVARRA,2020-09-01,58.0
NAVARRA,2020-09-02,60.46
NAVARRA,2020-09-03,59.39
NAVARRA,2020-09-04,54.5
NAVARRA,2020-09-05,54.5
NAVARRA,2020-09-06,56.85
NAVARRA,2020-09-07,59.93
NAVARRA,2020-09-08,62.22
NAVARRA,2020-09-09,62.31
NAVARRA,2020-09-10,63.94
NAVARRA,2020-09-11,59.88
NAVARRA,2020-09-12,59.88
NAVARRA,2020-09-13,59.44
NAVARRA,2020-09-14,64.39
NAVARRA,2020-09-15,66.47
NAVARRA,2020-09-16,68.3
NAVARRA,2020-09-17,69.66
NAVARRA,2020-09-18,64.71
NAVARRA,2020-09-19,64.71
NAVARRA,2020-09-20,65.92
NAVARRA,2020-09-21,67.74
NAVARRA,2020-09-22,66.4
NAVARRA,2020-09-23,66.29
NAVARRA,2020-09-24,65.77
NAVARRA,2020-09-25,61.2
NAVARRA,2020-09-26,60.77
NAVARRA,2020-09-27,61.41
NAVARRA,2020-09-28,63.32
NAVARRA,2020-09-29,65.76
NAVARRA,2020-09-30,65.08
NAVARRA,2020-10-01,65.13
NAVARRA,2020-10-02,58.55
NAVARRA,2020-10-03,58.34
NAVARRA,2020-10-04,61.59
NAVARRA,2020-10-05,65.06
NAVARRA,2020-10-06,68.52
NAVARRA,2020-10-07,68.98
NAVARRA,2020-10-08,69.13
NAVARRA,2020-10-09,63.67
NAVARRA,2020-10-10,64.39
NAVARRA,2020-10-11,64.39
NAVARRA,2020-10-12,65.27
NAVARRA,2020-10-13,68.6
NAVARRA,2020-10-14,69.25
NAVARRA,2020-10-15,67.49
NAVARRA,2020-10-16,62.1
NAVARRA,2020-10-17,62.21
NAVARRA,2020-10-18,63.78
NAVARRA,2020-10-19,66.17
NAVARRA,2020-10-20,68.08
NAVARRA,2020-10-21,70.29
NAVARRA,2020-10-22,71.26
NAVARRA,2020-10-23,64.85
NAVARRA,2020-10-24,64.95
NAVARRA,2020-10-25,67.02
NAVARRA,2020-10-26,70.41
NAVARRA,2020-10-27,70.83
NAVARRA,2020-10-28,72.73
NAVARRA,2020-10-29,73.67
NAVARRA,2020-10-30,65.56
NAVARRA,2020-10-31,65.36
NAVARRA,2020-11-01,65.24
NAVARRA,2020-11-02,67.09
NAVARRA,2020-11-03,67.95
NAVARRA,2020-11-04,67.1
NAVARRA,2020-11-05,66.16
NAVARRA,2020-11-06,60.78
NAVARRA,2020-11-07,60.78
NAVARRA,2020-11-08,63.01
NAVARRA,2020-11-09,65.14
NAVARRA,2020-11-10,66.31
NAVARRA,2020-11-11,66.28
NAVARRA,2020-11-12,66.63
NAVARRA,2020-11-13,61.7
NAVARRA,2020-11-14,62.06
NAVARRA,2020-11-15,65.24
NAVARRA,2020-11-16,68.21
NAVARRA,2020-11-17,67.39
NAVARRA,2020-11-18,68.01
NAVARRA,2020-11-19,66.46
NAVARRA,2020-11-20,59.38
NAVARRA,2020-11-21,59.27
NAVARRA,2020-11-22,59.06
NAVARRA,2020-11-23,62.86
NAVARRA,2020-11-24,63.81
NAVARRA,2020-11-25,64.83
NAVARRA,2020-11-26,65.05
NAVARRA,2020-11-27,61.24
NAVARRA,2020-11-28,61.13
NAVARRA,2020-11-29,59.44
NAVARRA,2020-11-30,61.71
NAVARRA,2020-12-01,63.46
NAVARRA,2020-12-02,62.92
NAVARRA,2020-12-03,57.1
NAVARRA,2020-12-04,54.78
NAVARRA,2020-12-05,54.4
NAVARRA,2020-12-06,53.62
NAVARRA,2020-12-07,55.75
NAVARRA,2020-12-08,58.59
NAVARRA,2020-12-09,62.66
NAVARRA,2020-12-10,65.05
NAVARRA,2020-12-11,59.8
NAVARRA,2020-12-12,59.8
NAVARRA,2020-12-13,60.43
NAVARRA,2020-12-14,63.25
NAVARRA,2020-12-15,66.44
NAVARRA,2020-12-16,67.0
NAVARRA,2020-12-17,66.04
NAVARRA,2020-12-18,59.16
NAVARRA,2020-12-19,59.01
NAVARRA,2020-12-20,61.75
NAVARRA,2020-12-21,66.35
NAVARRA,2020-12-22,61.64
NAVARRA,2020-12-23,57.01
NAVARRA,2020-12-24,57.06
NAVARRA,2020-12-25,46.74
NAVARRA,2020-12-26,46.36
NAVARRA,2020-12-27,56.28
NAVARRA,2020-12-28,58.79
NAVARRA,2020-12-29,60.43
NAVARRA,2020-12-30,55.62
NAVARRA,2020-12-31,55.62
NAVARRA,2021-01-01,51.96
NAVARRA,2021-01-02,51.96
NAVARRA,2021-01-03,56.96
NAVARRA,2021-01-04,59.13
NAVARRA,2021-01-05,59.99
NAVARRA,2021-01-06,58.56
NAVARRA,2021-01-07,61.88
NAVARRA,2021-01-08,57.65
NAVARRA,2021-01-09,57.86
NAVARRA,2021-01-10,62.63
NAVARRA,2021-01-11,64.14
NAVARRA,2021-01-12,66.81
NAVARRA,2021-01-13,67.81
NAVARRA,2021-01-14,66.63
NAVARRA,2021-01-15,61.09
NAVARRA,2021-01-16,60.04
NAVARRA,2021-01-17,63.97
NAVARRA,2021-01-18,65.65
NAVARRA,2021-01-19,70.81
NAVARRA,2021-01-20,71.41
NAVARRA,2021-01-21,69.83
NAVARRA,2021-01-22,64.89
NAVARRA,2021-01-23,64.83
NAVARRA,2021-01-24,65.63
NAVARRA,2021-01-25,68.32
NAVARRA,2021-01-26,68.13
NAVARRA,2021-01-27,68.69
NAVARRA,2021-01-28,68.28
NAVARRA,2021-01-29,60.56
NAVARRA,2021-01-30,60.14
NAVARRA,2021-01-31,62.79
NAVARRA,2021-02-01,67.71
NAVARRA,2021-02-02,68.4
NAVARRA,2021-02-03,69.06
NAVARRA,2021-02-04,73.77
NAVARRA,2021-02-05,64.7
NAVARRA,2021-02-06,63.62
NAVARRA,2021-02-07,65.38
NAVARRA,2021-02-08,69.34
