Sexo;Comunidades y provincias;Edad (hasta 100 y más);Total
Hombres;Ourense;80-84;6.208
Hombres;Ourense;85-89;5.120
Hombres;Ourense;90-94;2.049
Hombres;Ourense;95-99;506
Hombres;Ourense;100 y más;90
Hombres;Pontevedra;Total;455.744
Hombres;Pontevedra;0-4;16.556
Hombres;Pontevedra;5-9;20.426
Hombres;Pontevedra;10-14;23.255
Hombres;Pontevedra;15-19;22.289
Hombres;Pontevedra;20-24;21.148
Hombres;Pontevedra;25-29;22.533
Hombres;Pontevedra;30-34;24.727
Hombres;Pontevedra;35-39;30.997
Hombres;Pontevedra;40-44;40.554
Hombres;Pontevedra;45-49;40.653
Hombres;Pontevedra;50-54;37.351
Hombres;Pontevedra;55-59;32.462
Hombres;Pontevedra;60-64;30.015
Hombres;Pontevedra;65-69;25.840
Hombres;Pontevedra;70-74;23.928
Hombres;Pontevedra;75-79;18.625
Hombres;Pontevedra;80-84;11.903
Hombres;Pontevedra;85-89;8.528
Hombres;Pontevedra;90-94;3.117
Hombres;Pontevedra;95-99;666
Hombres;Pontevedra;100 y más;171
Hombres;MADRID, COMUNIDAD DE;Total;3.227.161
Hombres;MADRID, COMUNIDAD DE;0-4;148.209
Hombres;MADRID, COMUNIDAD DE;5-9;173.974
Hombres;MADRID, COMUNIDAD DE;10-14;185.909
Hombres;MADRID, COMUNIDAD DE;15-19;176.303
Hombres;MADRID, COMUNIDAD DE;20-24;174.379
Hombres;MADRID, COMUNIDAD DE;25-29;192.561
Hombres;MADRID, COMUNIDAD DE;30-34;208.891
Hombres;MADRID, COMUNIDAD DE;35-39;239.478
Hombres;MADRID, COMUNIDAD DE;40-44;283.524
Hombres;MADRID, COMUNIDAD DE;45-49;285.566
Hombres;MADRID, COMUNIDAD DE;50-54;252.274
Hombres;MADRID, COMUNIDAD DE;55-59;220.490
Hombres;MADRID, COMUNIDAD DE;60-64;182.683
Hombres;MADRID, COMUNIDAD DE;65-69;144.830
Hombres;MADRID, COMUNIDAD DE;70-74;128.799
Hombres;MADRID, COMUNIDAD DE;75-79;99.477
Hombres;MADRID, COMUNIDAD DE;80-84;65.716
Hombres;MADRID, COMUNIDAD DE;85-89;43.449
Hombres;MADRID, COMUNIDAD DE;90-94;16.731
Hombres;MADRID, COMUNIDAD DE;95-99;3.480
Hombres;MADRID, COMUNIDAD DE;100 y más;438
Hombres;MURCIA, REGIÓN DE;Total;760.173
Hombres;MURCIA, REGIÓN DE;0-4;37.983
Hombres;MURCIA, REGIÓN DE;5-9;44.135
Hombres;MURCIA, REGIÓN DE;10-14;47.981
Hombres;MURCIA, REGIÓN DE;15-19;45.804
Hombres;MURCIA, REGIÓN DE;20-24;44.406
Hombres;MURCIA, REGIÓN DE;25-29;45.136
Hombres;MURCIA, REGIÓN DE;30-34;47.632
Hombres;MURCIA, REGIÓN DE;35-39;55.271
Hombres;MURCIA, REGIÓN DE;40-44;68.264
Hombres;MURCIA, REGIÓN DE;45-49;64.937
Hombres;MURCIA, REGIÓN DE;50-54;59.021
Hombres;MURCIA, REGIÓN DE;55-59;50.919
Hombres;MURCIA, REGIÓN DE;60-64;41.912
Hombres;MURCIA, REGIÓN DE;65-69;32.431
Hombres;MURCIA, REGIÓN DE;70-74;26.912
Hombres;MURCIA, REGIÓN DE;75-79;19.891
Hombres;MURCIA, REGIÓN DE;80-84;14.472
Hombres;MURCIA, REGIÓN DE;85-89;9.038
Hombres;MURCIA, REGIÓN DE;90-94;3.363
Hombres;MURCIA, REGIÓN DE;95-99;595
Hombres;MURCIA, REGIÓN DE;100 y más;70
Hombres;NAVARRA, COMUNIDAD FORAL DE;Total;327.203
Hombres;NAVARRA, COMUNIDAD FORAL DE;0-4;14.464
Hombres;NAVARRA, COMUNIDAD FORAL DE;5-9;17.759
Hombres;NAVARRA, COMUNIDAD FORAL DE;10-14;18.791
Hombres;NAVARRA, COMUNIDAD FORAL DE;15-19;18.253
Hombres;NAVARRA, COMUNIDAD FORAL DE;20-24;17.841
Hombres;NAVARRA, COMUNIDAD FORAL DE;25-29;17.293
Hombres;NAVARRA, COMUNIDAD FORAL DE;30-34;17.991
Hombres;NAVARRA, COMUNIDAD FORAL DE;35-39;21.387
Hombres;NAVARRA, COMUNIDAD FORAL DE;40-44;27.085
Hombres;NAVARRA, COMUNIDAD FORAL DE;45-49;27.750
Hombres;NAVARRA, COMUNIDAD FORAL DE;50-54;25.994
Hombres;NAVARRA, COMUNIDAD FORAL DE;55-59;23.668
Hombres;NAVARRA, COMUNIDAD FORAL DE;60-64;20.435
Hombres;NAVARRA, COMUNIDAD FORAL DE;65-69;16.843
Hombres;NAVARRA, COMUNIDAD FORAL DE;70-74;14.783
Hombres;NAVARRA, COMUNIDAD FORAL DE;75-79;11.699
Hombres;NAVARRA, COMUNIDAD FORAL DE;80-84;7.379
Hombres;NAVARRA, COMUNIDAD FORAL DE;85-89;5.219
Hombres;NAVARRA, COMUNIDAD FORAL DE;90-94;2.110
Hombres;NAVARRA, COMUNIDAD FORAL DE;95-99;420
Hombres;NAVARRA, COMUNIDAD FORAL DE;100 y más;39
Hombres;PAÍS VASCO;Total;1.075.665
Hombres;PAÍS VASCO;0-4;42.377
Hombres;PAÍS VASCO;5-9;52.649
Hombres;PAÍS VASCO;10-14;56.425
Hombres;PAÍS VASCO;15-19;54.723
Hombres;PAÍS VASCO;20-24;52.124
Hombres;PAÍS VASCO;25-29;51.680
Hombres;PAÍS VASCO;30-34;56.491
Hombres;PAÍS VASCO;35-39;69.083
Hombres;PAÍS VASCO;40-44;88.580
Hombres;PAÍS VASCO;45-49;92.691
Hombres;PAÍS VASCO;50-54;86.630
Hombres;PAÍS VASCO;55-59;82.039
Hombres;PAÍS VASCO;60-64;74.694
Hombres;PAÍS VASCO;65-69;61.492
Hombres;PAÍS VASCO;70-74;55.330
Hombres;PAÍS VASCO;75-79;42.099
Hombres;PAÍS VASCO;80-84;27.724
Hombres;PAÍS VASCO;85-89;20.130
Hombres;PAÍS VASCO;90-94;7.315
Hombres;PAÍS VASCO;95-99;1.287
Hombres;PAÍS VASCO;100 y más;102
Hombres;Araba/Álava;Total;164.201
Hombres;Araba/Álava;0-4;7.118
Hombres;Araba/Álava;5-9;8.866
Hombres;Araba/Álava;10-14;8.870
Hombres;Araba/Álava;15-19;8.086
Hombres;Araba/Álava;20-24;7.586
Hombres;Araba/Álava;25-29;7.625
Hombres;Araba/Álava;30-34;8.750
Hombres;Araba/Álava;35-39;11.106
Hombres;Araba/Álava;40-44;14.247
Hombres;Araba/Álava;45-49;14.379
Hombres;Araba/Álava;50-54;13.165
Hombres;Araba/Álava;55-59;12.065
Hombres;Araba/Álava;60-64;10.590
Hombres;Araba/Álava;65-69;9.019
Hombres;Araba/Álava;70-74;8.155
Hombres;Araba/Álava;75-79;6.430
Hombres;Araba/Álava;80-84;4.119
Hombres;Araba/Álava;85-89;2.806
Hombres;Araba/Álava;90-94;1.026
Hombres;Araba/Álava;95-99;182
Hombres;Araba/Álava;100 y más;11
Hombres;Bizkaia;Total;556.905
Hombres;Bizkaia;0-4;21.014
Hombres;Bizkaia;5-9;26.180
Hombres;Bizkaia;10-14;27.984
Hombres;Bizkaia;15-19;27.832
Hombres;Bizkaia;20-24;26.307
Hombres;Bizkaia;25-29;26.621
Hombres;Bizkaia;30-34;29.433
Hombres;Bizkaia;35-39;36.121
Hombres;Bizkaia;40-44;46.005
Hombres;Bizkaia;45-49;47.818
Hombres;Bizkaia;50-54;45.236
Hombres;Bizkaia;55-59;43.619
Hombres;Bizkaia;60-64;39.993
Hombres;Bizkaia;65-69;32.378
Hombres;Bizkaia;70-74;28.505
Hombres;Bizkaia;75-79;21.631
Hombres;Bizkaia;80-84;14.389
Hombres;Bizkaia;85-89;11.025
Hombres;Bizkaia;90-94;4.050
Hombres;Bizkaia;95-99;714
Hombres;Bizkaia;100 y más;50
Hombres;Gipuzkoa;Total;354.559
Hombres;Gipuzkoa;0-4;14.245
Hombres;Gipuzkoa;5-9;17.603
Hombres;Gipuzkoa;10-14;19.571
Hombres;Gipuzkoa;15-19;18.805
Hombres;Gipuzkoa;20-24;18.231
Hombres;Gipuzkoa;25-29;17.434
Hombres;Gipuzkoa;30-34;18.308
Hombres;Gipuzkoa;35-39;21.856
Hombres;Gipuzkoa;40-44;28.328
Hombres;Gipuzkoa;45-49;30.494
Hombres;Gipuzkoa;50-54;28.229
Hombres;Gipuzkoa;55-59;26.355
Hombres;Gipuzkoa;60-64;24.111
Hombres;Gipuzkoa;65-69;20.095
Hombres;Gipuzkoa;70-74;18.670
Hombres;Gipuzkoa;75-79;14.038
Hombres;Gipuzkoa;80-84;9.216
Hombres;Gipuzkoa;85-89;6.299
Hombres;Gipuzkoa;90-94;2.239
Hombres;Gipuzkoa;95-99;391
Hombres;Gipuzkoa;100 y más;41
Hombres;RIOJA, LA;Total;157.568
Hombres;RIOJA, LA;0-4;6.586
Hombres;RIOJA, LA;5-9;7.944
Hombres;RIOJA, LA;10-14;8.691
Hombres;RIOJA, LA;15-19;8.136
Hombres;RIOJA, LA;20-24;7.781
Hombres;RIOJA, LA;25-29;7.591
Hombres;RIOJA, LA;30-34;8.530
Hombres;RIOJA, LA;35-39;10.510
Hombres;RIOJA, LA;40-44;13.367
Hombres;RIOJA, LA;45-49;13.566
Hombres;RIOJA, LA;50-54;12.418
Hombres;RIOJA, LA;55-59;11.646
Hombres;RIOJA, LA;60-64;10.637
Hombres;RIOJA, LA;65-69;8.546
Hombres;RIOJA, LA;70-74;7.463
Hombres;RIOJA, LA;75-79;5.878
Hombres;RIOJA, LA;80-84;3.816
Hombres;RIOJA, LA;85-89;2.930
Hombres;RIOJA, LA;90-94;1.242
Hombres;RIOJA, LA;95-99;261
Hombres;RIOJA, LA;100 y más;29
Hombres;Ceuta;Total;42.214
Hombres;Ceuta;0-4;2.227
Hombres;Ceuta;5-9;2.901
Hombres;Ceuta;10-14;3.075
Hombres;Ceuta;15-19;2.873
Hombres;Ceuta;20-24;2.672
Hombres;Ceuta;25-29;2.788
Hombres;Ceuta;30-34;2.847
Hombres;Ceuta;35-39;3.065
Hombres;Ceuta;40-44;3.346
Hombres;Ceuta;45-49;3.314
Hombres;Ceuta;50-54;3.035
Hombres;Ceuta;55-59;2.944
Hombres;Ceuta;60-64;2.481
Hombres;Ceuta;65-69;1.706
Hombres;Ceuta;70-74;1.166
Hombres;Ceuta;75-79;833
Hombres;Ceuta;80-84;541
Hombres;Ceuta;85-89;283
Hombres;Ceuta;90-94;96
Hombres;Ceuta;95-99;15
Hombres;Ceuta;100 y más;6
Hombres;Melilla;Total;43.576
Hombres;Melilla;0-4;3.006
Hombres;Melilla;5-9;3.560
Hombres;Melilla;10-14;3.281
Hombres;Melilla;15-19;2.984
Hombres;Melilla;20-24;3.141
Hombres;Melilla;25-29;3.078
Hombres;Melilla;30-34;2.739
Hombres;Melilla;35-39;3.055
Hombres;Melilla;40-44;3.162
Hombres;Melilla;45-49;2.967
Hombres;Melilla;50-54;2.942
Hombres;Melilla;55-59;2.859
Hombres;Melilla;60-64;2.607
Hombres;Melilla;65-69;1.686
Hombres;Melilla;70-74;991
Hombres;Melilla;75-79;727
Hombres;Melilla;80-84;445
Hombres;Melilla;85-89;226
Hombres;Melilla;90-94;95
Hombres;Melilla;95-99;18
Hombres;Melilla;100 y más;7
Mujeres;TOTAL ESPAÑA;Total;24.140.758
Mujeres;TOTAL ESPAÑA;0-4;914.728
Mujeres;TOTAL ESPAÑA;5-9;1.103.990
Mujeres;TOTAL ESPAÑA;10-14;1.225.330
Mujeres;TOTAL ESPAÑA;15-19;1.171.346
Mujeres;TOTAL ESPAÑA;20-24;1.159.111
Mujeres;TOTAL ESPAÑA;25-29;1.254.425
Mujeres;TOTAL ESPAÑA;30-34;1.387.149
Mujeres;TOTAL ESPAÑA;35-39;1.621.225
Mujeres;TOTAL ESPAÑA;40-44;1.938.885
Mujeres;TOTAL ESPAÑA;45-49;1.949.239
Mujeres;TOTAL ESPAÑA;50-54;1.850.939
Mujeres;TOTAL ESPAÑA;55-59;1.738.891
Mujeres;TOTAL ESPAÑA;60-64;1.549.550
Mujeres;TOTAL ESPAÑA;65-69;1.299.601
Mujeres;TOTAL ESPAÑA;70-74;1.183.609
Mujeres;TOTAL ESPAÑA;75-79;984.236
Mujeres;TOTAL ESPAÑA;80-84;768.593
Mujeres;TOTAL ESPAÑA;85-89;630.441
Mujeres;TOTAL ESPAÑA;90-94;310.214
Mujeres;TOTAL ESPAÑA;95-99;85.076
Mujeres;TOTAL ESPAÑA;100 y más;14.180
Mujeres;ANDALUCÍA;Total;4.295.289
Mujeres;ANDALUCÍA;0-4;173.322
Mujeres;ANDALUCÍA;5-9;208.951
Mujeres;ANDALUCÍA;10-14;238.044
Mujeres;ANDALUCÍA;15-19;225.918
Mujeres;ANDALUCÍA;20-24;216.172
Mujeres;ANDALUCÍA;25-29;231.796
Mujeres;ANDALUCÍA;30-34;255.120
Mujeres;ANDALUCÍA;35-39;296.778
Mujeres;ANDALUCÍA;40-44;344.925
Mujeres;ANDALUCÍA;45-49;342.589
Mujeres;ANDALUCÍA;50-54;334.617
Mujeres;ANDALUCÍA;55-59;314.084
Mujeres;ANDALUCÍA;60-64;271.930
Mujeres;ANDALUCÍA;65-69;220.672
Mujeres;ANDALUCÍA;70-74;192.692
Mujeres;ANDALUCÍA;75-79;161.512
Mujeres;ANDALUCÍA;80-84;124.319
Mujeres;ANDALUCÍA;85-89;91.115
Mujeres;ANDALUCÍA;90-94;39.340
Mujeres;ANDALUCÍA;95-99;9.343
Mujeres;ANDALUCÍA;100 y más;2.050
Mujeres;Almería;Total;357.965
Mujeres;Almería;0-4;18.003
Mujeres;Almería;5-9;19.788
Mujeres;Almería;10-14;21.090
Mujeres;Almería;15-19;19.064
Mujeres;Almería;20-24;18.818
Mujeres;Almería;25-29;20.374
Mujeres;Almería;30-34;23.368
Mujeres;Almería;35-39;26.816
Mujeres;Almería;40-44;29.916
Mujeres;Almería;45-49;28.177
Mujeres;Almería;50-54;26.434
Mujeres;Almería;55-59;24.133
Mujeres;Almería;60-64;21.187
Mujeres;Almería;65-69;16.984
Mujeres;Almería;70-74;14.839
Mujeres;Almería;75-79;10.813
Mujeres;Almería;80-84;8.414
Mujeres;Almería;85-89;6.235
Mujeres;Almería;90-94;2.704
Mujeres;Almería;95-99;667
Mujeres;Almería;100 y más;141
Mujeres;Cádiz;Total;631.743
Mujeres;Cádiz;0-4;24.906
Mujeres;Cádiz;5-9;30.661
Mujeres;Cádiz;10-14;36.174
Mujeres;Cádiz;15-19;34.282
Mujeres;Cádiz;20-24;31.042
Mujeres;Cádiz;25-29;32.599
Mujeres;Cádiz;30-34;37.193
Mujeres;Cádiz;35-39;43.794
Mujeres;Cádiz;40-44;51.608
Mujeres;Cádiz;45-49;51.232
Mujeres;Cádiz;50-54;50.658
Mujeres;Cádiz;55-59;46.569
Mujeres;Cádiz;60-64;41.049
Mujeres;Cádiz;65-69;33.368
Mujeres;Cádiz;70-74;28.253
Mujeres;Cádiz;75-79;23.136
Mujeres;Cádiz;80-84;17.181
Mujeres;Cádiz;85-89;11.943
Mujeres;Cádiz;90-94;4.770
Mujeres;Cádiz;95-99;1.113
Mujeres;Cádiz;100 y más;212
Mujeres;Córdoba;Total;396.064
Mujeres;Córdoba;0-4;14.934
Mujeres;Córdoba;5-9;17.803
Mujeres;Córdoba;10-14;20.235
Mujeres;Córdoba;15-19;20.263
Mujeres;Córdoba;20-24;20.071
Mujeres;Córdoba;25-29;21.398
Mujeres;Córdoba;30-34;22.518
Mujeres;Córdoba;35-39;24.676
Mujeres;Córdoba;40-44;28.777
Mujeres;Córdoba;45-49;29.230
Mujeres;Córdoba;50-54;30.824
Mujeres;Córdoba;55-59;30.621
Mujeres;Córdoba;60-64;26.716
Mujeres;Córdoba;65-69;21.192
Mujeres;Córdoba;70-74;18.248
Mujeres;Córdoba;75-79;16.736
Mujeres;Córdoba;80-84;13.762
Mujeres;Córdoba;85-89;11.234
Mujeres;Córdoba;90-94;5.286
Mujeres;Córdoba;95-99;1.323
Mujeres;Córdoba;100 y más;217
Mujeres;Granada;Total;467.368
Mujeres;Granada;0-4;18.369
Mujeres;Granada;5-9;21.379
Mujeres;Granada;10-14;24.967
Mujeres;Granada;15-19;24.271
Mujeres;Granada;20-24;24.432
Mujeres;Granada;25-29;26.366
Mujeres;Granada;30-34;28.048
Mujeres;Granada;35-39;31.294
Mujeres;Granada;40-44;35.796
Mujeres;Granada;45-49;35.803
Mujeres;Granada;50-54;36.180
Mujeres;Granada;55-59;35.008
Mujeres;Granada;60-64;30.682
Mujeres;Granada;65-69;24.100
Mujeres;Granada;70-74;21.255
Mujeres;Granada;75-79;17.821
Mujeres;Granada;80-84;14.362
Mujeres;Granada;85-89;11.084
Mujeres;Granada;90-94;4.811
Mujeres;Granada;95-99;1.131
Mujeres;Granada;100 y más;209
Mujeres;Huelva;Total;264.606
Mujeres;Huelva;0-4;10.453
Mujeres;Huelva;5-9;12.816
Mujeres;Huelva;10-14;14.408
Mujeres;Huelva;15-19;13.592
Mujeres;Huelva;20-24;13.130
Mujeres;Huelva;25-29;14.218
Mujeres;Huelva;30-34;16.270
Mujeres;Huelva;35-39;19.052
Mujeres;Huelva;40-44;22.531
Mujeres;Huelva;45-49;22.247
Mujeres;Huelva;50-54;21.125
Mujeres;Huelva;55-59;18.575
Mujeres;Huelva;60-64;16.008
Mujeres;Huelva;65-69;12.825
Mujeres;Huelva;70-74;11.478
Mujeres;Huelva;75-79;9.643
Mujeres;Huelva;80-84;7.452
Mujeres;Huelva;85-89;5.770
Mujeres;Huelva;90-94;2.344
Mujeres;Huelva;95-99;538
Mujeres;Huelva;100 y más;131
Mujeres;Jaén;Total;316.659
Mujeres;Jaén;0-4;11.565
Mujeres;Jaén;5-9;13.733
Mujeres;Jaén;10-14;16.064
Mujeres;Jaén;15-19;16.303
Mujeres;Jaén;20-24;17.086
Mujeres;Jaén;25-29;18.351
Mujeres;Jaén;30-34;18.219
Mujeres;Jaén;35-39;19.207
Mujeres;Jaén;40-44;21.826
Mujeres;Jaén;45-49;22.640
Mujeres;Jaén;50-54;24.618
Mujeres;Jaén;55-59;25.246
Mujeres;Jaén;60-64;21.689
Mujeres;Jaén;65-69;16.467
Mujeres;Jaén;70-74;14.300
Mujeres;Jaén;75-79;13.091
Mujeres;Jaén;80-84;11.817
Mujeres;Jaén;85-89;9.254
Mujeres;Jaén;90-94;4.141
Mujeres;Jaén;95-99;917
Mujeres;Jaén;100 y más;125
Mujeres;Málaga;Total;864.803
Mujeres;Málaga;0-4;34.008
Mujeres;Málaga;5-9;42.429
Mujeres;Málaga;10-14;47.030
Mujeres;Málaga;15-19;44.423
Mujeres;Málaga;20-24;41.590
Mujeres;Málaga;25-29;45.357
Mujeres;Málaga;30-34;52.300
Mujeres;Málaga;35-39;63.347
Mujeres;Málaga;40-44;71.687
Mujeres;Málaga;45-49;71.167
Mujeres;Málaga;50-54;67.310
Mujeres;Málaga;55-59;62.768
Mujeres;Málaga;60-64;54.651
Mujeres;Málaga;65-69;45.837
Mujeres;Málaga;70-74;40.549
Mujeres;Málaga;75-79;32.311
Mujeres;Málaga;80-84;23.577
Mujeres;Málaga;85-89;15.587
Mujeres;Málaga;90-94;6.696
Mujeres;Málaga;95-99;1.671
Mujeres;Málaga;100 y más;508
Mujeres;Sevilla;Total;996.081
Mujeres;Sevilla;0-4;41.084
Mujeres;Sevilla;5-9;50.342
Mujeres;Sevilla;10-14;58.076
Mujeres;Sevilla;15-19;53.720
Mujeres;Sevilla;20-24;50.003
Mujeres;Sevilla;25-29;53.133
Mujeres;Sevilla;30-34;57.204
Mujeres;Sevilla;35-39;68.592
Mujeres;Sevilla;40-44;82.784
Mujeres;Sevilla;45-49;82.093
Mujeres;Sevilla;50-54;77.468
Mujeres;Sevilla;55-59;71.164
Mujeres;Sevilla;60-64;59.948
Mujeres;Sevilla;65-69;49.899
Mujeres;Sevilla;70-74;43.770
Mujeres;Sevilla;75-79;37.961
Mujeres;Sevilla;80-84;27.754
Mujeres;Sevilla;85-89;20.008
Mujeres;Sevilla;90-94;8.588
Mujeres;Sevilla;95-99;1.983
Mujeres;Sevilla;100 y más;507
Mujeres;ARAGÓN;Total;670.569
Mujeres;ARAGÓN;0-4;25.062
Mujeres;ARAGÓN;5-9;30.268
Mujeres;ARAGÓN;10-14;32.523
Mujeres;ARAGÓN;15-19;31.068
Mujeres;ARAGÓN;20-24;30.751
Mujeres;ARAGÓN;25-29;32.581
Mujeres;ARAGÓN;30-34;35.888
Mujeres;ARAGÓN;35-39;41.753
Mujeres;ARAGÓN;40-44;51.590
Mujeres;ARAGÓN;45-49;52.622
Mujeres;ARAGÓN;50-54;50.571
Mujeres;ARAGÓN;55-59;48.296
Mujeres;ARAGÓN;60-64;44.383
Mujeres;ARAGÓN;65-69;37.598
Mujeres;ARAGÓN;70-74;34.755
Mujeres;ARAGÓN;75-79;29.812
Mujeres;ARAGÓN;80-84;23.662
Mujeres;ARAGÓN;85-89;21.986
Mujeres;ARAGÓN;90-94;11.537
Mujeres;ARAGÓN;95-99;3.344
Mujeres;ARAGÓN;100 y más;519
Mujeres;Huesca;Total;110.480
Mujeres;Huesca;0-4;4.135
Mujeres;Huesca;5-9;5.052
Mujeres;Huesca;10-14;5.314
Mujeres;Huesca;15-19;5.038
Mujeres;Huesca;20-24;5.158
Mujeres;Huesca;25-29;5.187
Mujeres;Huesca;30-34;5.872
Mujeres;Huesca;35-39;6.761
Mujeres;Huesca;40-44;8.335
Mujeres;Huesca;45-49;8.381
Mujeres;Huesca;50-54;8.238
Mujeres;Huesca;55-59;8.103
Mujeres;Huesca;60-64;7.445
Mujeres;Huesca;65-69;6.202
Mujeres;Huesca;70-74;5.500
Mujeres;Huesca;75-79;4.837
Mujeres;Huesca;80-84;4.018
Mujeres;Huesca;85-89;3.931
Mujeres;Huesca;90-94;2.203
Mujeres;Huesca;95-99;660
Mujeres;Huesca;100 y más;110
Mujeres;Teruel;Total;66.233
Mujeres;Teruel;0-4;2.479
Mujeres;Teruel;5-9;2.896
Mujeres;Teruel;10-14;3.137
Mujeres;Teruel;15-19;2.949
Mujeres;Teruel;20-24;3.132
Mujeres;Teruel;25-29;3.349
Mujeres;Teruel;30-34;3.605
Mujeres;Teruel;35-39;3.828
Mujeres;Teruel;40-44;4.449
Mujeres;Teruel;45-49;4.620
Mujeres;Teruel;50-54;5.021
Mujeres;Teruel;55-59;5.074
Mujeres;Teruel;60-64;4.457
Mujeres;Teruel;65-69;3.594
Mujeres;Teruel;70-74;3.268
Mujeres;Teruel;75-79;2.922
Mujeres;Teruel;80-84;2.684
Mujeres;Teruel;85-89;2.820
Mujeres;Teruel;90-94;1.476
Mujeres;Teruel;95-99;407
Mujeres;Teruel;100 y más;66
Mujeres;Zaragoza;Total;493.856
Mujeres;Zaragoza;0-4;18.448
Mujeres;Zaragoza;5-9;22.320
Mujeres;Zaragoza;10-14;24.072
Mujeres;Zaragoza;15-19;23.081
Mujeres;Zaragoza;20-24;22.461
Mujeres;Zaragoza;25-29;24.045
Mujeres;Zaragoza;30-34;26.411
Mujeres;Zaragoza;35-39;31.164
Mujeres;Zaragoza;40-44;38.806
Mujeres;Zaragoza;45-49;39.621
Mujeres;Zaragoza;50-54;37.312
Mujeres;Zaragoza;55-59;35.119
Mujeres;Zaragoza;60-64;32.481
Mujeres;Zaragoza;65-69;27.802
Mujeres;Zaragoza;70-74;25.987
Mujeres;Zaragoza;75-79;22.053
Mujeres;Zaragoza;80-84;16.960
Mujeres;Zaragoza;85-89;15.235
Mujeres;Zaragoza;90-94;7.858
Mujeres;Zaragoza;95-99;2.277
Mujeres;Zaragoza;100 y más;343
Mujeres;ASTURIAS, PRINCIPADO DE;Total;529.006
Mujeres;ASTURIAS, PRINCIPADO DE;0-4;13.895
Mujeres;ASTURIAS, PRINCIPADO DE;5-9;17.578
Mujeres;ASTURIAS, PRINCIPADO DE;10-14;20.401
Mujeres;ASTURIAS, PRINCIPADO DE;15-19;19.275
Mujeres;ASTURIAS, PRINCIPADO DE;20-24;18.783
Mujeres;ASTURIAS, PRINCIPADO DE;25-29;19.673
Mujeres;ASTURIAS, PRINCIPADO DE;30-34;23.402
Mujeres;ASTURIAS, PRINCIPADO DE;35-39;31.119
Mujeres;ASTURIAS, PRINCIPADO DE;40-44;40.535
Mujeres;ASTURIAS, PRINCIPADO DE;45-49;42.823
Mujeres;ASTURIAS, PRINCIPADO DE;50-54;40.752
Mujeres;ASTURIAS, PRINCIPADO DE;55-59;41.933
Mujeres;ASTURIAS, PRINCIPADO DE;60-64;42.628
Mujeres;ASTURIAS, PRINCIPADO DE;65-69;37.577
Mujeres;ASTURIAS, PRINCIPADO DE;70-74;34.809
Mujeres;ASTURIAS, PRINCIPADO DE;75-79;27.401
Mujeres;ASTURIAS, PRINCIPADO DE;80-84;21.483
Mujeres;ASTURIAS, PRINCIPADO DE;85-89;20.592
Mujeres;ASTURIAS, PRINCIPADO DE;90-94;10.750
Mujeres;ASTURIAS, PRINCIPADO DE;95-99;3.103
Mujeres;ASTURIAS, PRINCIPADO DE;100 y más;494
Mujeres;BALEARS, ILLES;Total;587.759
Mujeres;BALEARS, ILLES;0-4;24.583
Mujeres;BALEARS, ILLES;5-9;28.236
Mujeres;BALEARS, ILLES;10-14;30.351
Mujeres;BALEARS, ILLES;15-19;28.767
Mujeres;BALEARS, ILLES;20-24;30.028
Mujeres;BALEARS, ILLES;25-29;36.744
Mujeres;BALEARS, ILLES;30-34;41.648
Mujeres;BALEARS, ILLES;35-39;46.080
Mujeres;BALEARS, ILLES;40-44;50.573
Mujeres;BALEARS, ILLES;45-49;49.165
Mujeres;BALEARS, ILLES;50-54;44.163
Mujeres;BALEARS, ILLES;55-59;39.544
Mujeres;BALEARS, ILLES;60-64;33.987
Mujeres;BALEARS, ILLES;65-69;28.191
Mujeres;BALEARS, ILLES;70-74;24.686
Mujeres;BALEARS, ILLES;75-79;19.224
Mujeres;BALEARS, ILLES;80-84;13.901
Mujeres;BALEARS, ILLES;85-89;10.817
Mujeres;BALEARS, ILLES;90-94;5.367
Mujeres;BALEARS, ILLES;95-99;1.454
Mujeres;BALEARS, ILLES;100 y más;250
Mujeres;CANARIAS;Total;1.097.925
Mujeres;CANARIAS;0-4;35.669
Mujeres;CANARIAS;5-9;44.740
Mujeres;CANARIAS;10-14;52.238
Mujeres;CANARIAS;15-19;54.384
Mujeres;CANARIAS;20-24;58.645
Mujeres;CANARIAS;25-29;65.314
Mujeres;CANARIAS;30-34;71.631
Mujeres;CANARIAS;35-39;79.962
Mujeres;CANARIAS;40-44;91.477
Mujeres;CANARIAS;45-49;97.280
Mujeres;CANARIAS;50-54;93.266
Mujeres;CANARIAS;55-59;85.762
Mujeres;CANARIAS;60-64;68.070
Mujeres;CANARIAS;65-69;56.645
Mujeres;CANARIAS;70-74;46.844
Mujeres;CANARIAS;75-79;37.838
Mujeres;CANARIAS;80-84;26.841
Mujeres;CANARIAS;85-89;20.342
Mujeres;CANARIAS;90-94;8.408
Mujeres;CANARIAS;95-99;2.060
Mujeres;CANARIAS;100 y más;509
Mujeres;Palmas, Las;Total;566.702
Mujeres;Palmas, Las;0-4;18.466
Mujeres;Palmas, Las;5-9;23.231
Mujeres;Palmas, Las;10-14;27.574
Mujeres;Palmas, Las;15-19;29.252
Mujeres;Palmas, Las;20-24;30.978
Mujeres;Palmas, Las;25-29;34.190
Mujeres;Palmas, Las;30-34;37.538
Mujeres;Palmas, Las;35-39;41.515
Mujeres;Palmas, Las;40-44;47.458
Mujeres;Palmas, Las;45-49;51.035
Mujeres;Palmas, Las;50-54;49.079
